DateTime,Position,Height (Feet),Width (Feet),Density (Gallons)
2026-04-28_10:04:54,"40.737024983391166, -81.90218584612012",9.28,5.28,0.03
2026-04-28_10:04:54,"40.73701676912606, -81.90213153138757",7.58,5.05,0.03
2026-04-28_10:04:55,"40.737010734155774, -81.90218584612012",10.3,5.05,0.02
2026-04-28_10:04:56,"40.73700285516679, -81.90213119611144",7.64,5.25,0.02
2026-04-28_10:04:57,"40.736994640901685, -81.90218551084399",10.83,5.35,0.02
2026-04-28_10:04:58,"40.73698843829334, -81.90213119611144",9.35,5.05,0.03
2026-04-28_10:04:59,"40.73697938583791, -81.90218584612012",11.65,5.25,0.03
2026-04-28_10:04:59,"40.736974189057946, -81.90213153138757",7.87,5.38,0.02
2026-04-28_10:05:00,"40.73696463368833, -81.90218551084399",9.71,5.25,0.03
2026-04-28_10:05:01,"40.7369592692703, -81.90213119611144",8.27,5.38,0.03
2026-04-28_10:05:02,"40.73694954626262, -81.90218517556787",10.4,5.31,0.03
2026-04-28_10:05:03,"40.73694451712072, -81.90213086083531",8.4,5.31,0.03
2026-04-28_10:05:04,"40.73693429119885, -81.90218517556787",9.78,5.35,0.03
2026-04-28_10:05:04,"40.73692456819117, -81.90218551084399",7.28,1.54,0.01
2026-04-28_10:05:05,"40.736930100247264, -81.90213119611144",8.4,5.12,0.03
2026-04-28_10:05:06,"40.73691568337381, -81.90213119611144",10.73,5.02,0.03
2026-04-28_10:05:06,"40.73691367171705, -81.90218551084399",10.47,5.15,0.03
2026-04-28_10:05:07,"40.73690361343324, -81.90213153138757",10.73,3.64,0.02
2026-04-28_10:05:08,"40.7368987519294, -81.90218551084399",8.73,3.38,0.02
2026-04-28_10:05:09,"40.73688852600753, -81.90213153138757",7.58,4.4,0.02
2026-04-28_10:05:09,"40.73688534088433, -81.90218584612012",7.35,3.48,0.02
2026-04-28_10:05:11,"40.73686991818249, -81.90218618139625",9.91,5.38,0.03
2026-04-28_10:05:11,"40.73686874471605, -81.9021318666637",8.14,5.38,0.03
2026-04-28_10:05:12,"40.73685902170837, -81.90218651667237",8.76,2.79,0.02
2026-04-28_10:05:14,"40.73684728704393, -81.90218718722463",9.81,3.87,0.02
2026-04-28_10:05:26,"40.73673547245562, -81.90213488414884",9.15,5.09,0.04
2026-04-28_10:05:27,"40.73673094622791, -81.90218886360526",9.71,3.71,0.02
2026-04-28_10:05:28,"40.736723905429244, -81.90213421359658",8.73,5.05,0.03
2026-04-28_10:05:28,"40.73671736754477, -81.90218819305301",10.01,4.3,0.02
2026-04-28_10:05:29,"40.73671015910804, -81.90213421359658",9.02,5.05,0.03
2026-04-28_10:05:30,"40.736702112481, -81.90218819305301",9.81,4.99,0.02
2026-04-28_10:05:31,"40.73669574223459, -81.90213454887271",8.07,5.09,0.02
2026-04-28_10:05:32,"40.736688701435924, -81.90218886360526",10.01,4.89,0.03
2026-04-28_10:05:32,"40.73668233118951, -81.90213454887271",9.09,5.12,0.04
2026-04-28_10:05:33,"40.73667294345796, -81.90218852832913",9.65,5.09,0.03
2026-04-28_10:05:34,"40.7366690877825, -81.90213421359658",7.87,5.09,0.03
2026-04-28_10:05:35,"40.73665886186063, -81.90218919888139",10.3,5.35,0.03
2026-04-28_10:05:36,"40.73664796538651, -81.90218953415751",10.14,2.2,0.01
2026-04-28_10:05:37,"40.73664226569235, -81.90213521942496",8.56,5.02,0.03
2026-04-28_10:05:38,"40.736631536856294, -81.90218953415751",10.37,5.25,0.02
2026-04-28_10:05:39,"40.7366278488189, -81.90213555470109",11.68,5.38,0.03
2026-04-28_10:05:40,"40.736617455258965, -81.90219020470977",10.83,5.31,0.03
2026-04-28_10:05:40,"40.73661359958351, -81.90213588997722",10.63,5.28,0.03
2026-04-28_10:05:42,"40.73660337366164, -81.90219087526202",11.35,5.18,0.03
2026-04-28_10:05:42,"40.736598847433925, -81.9021368958056",6.73,5.15,0.02
2026-04-28_10:05:43,"40.73658878915012, -81.90219121053815",11.15,5.09,0.03
2026-04-28_10:05:44,"40.73658510111272, -81.9021368958056",10.4,5.09,0.03
2026-04-28_10:05:45,"40.73657386936247, -81.90219121053815",7.78,1.44,0.0
2026-04-28_10:05:46,"40.73657185770571, -81.9021368958056",8.66,5.05,0.03
2026-04-28_10:05:47,"40.73656163178384, -81.90219121053815",9.48,2.89,0.01
2026-04-28_10:05:47,"40.73655811138451, -81.9021368958056",8.76,5.05,0.03
2026-04-28_10:05:49,"40.73654587380588, -81.90219121053815",9.78,5.15,0.03
2026-04-28_10:05:49,"40.736544197425246, -81.90213656052947",8.99,5.15,0.03
2026-04-28_10:05:51,"40.736529948189855, -81.90213622525334",8.56,5.35,0.01
2026-04-28_10:05:51,"40.73652810417116, -81.9021905399859",10.37,5.22,0.03
2026-04-28_10:05:53,"40.73651569895446, -81.90213622525334",9.42,5.31,0.02
2026-04-28_10:05:53,"40.73651318438351, -81.90219020470977",9.32,5.31,0.03
2026-04-28_10:05:54,"40.73650396429002, -81.90213622525334",8.76,3.05,0.02
2026-04-28_10:05:55,"40.73649859987199, -81.90219020470977",9.35,5.28,0.02
2026-04-28_10:05:56,"40.73649155907333, -81.90213588997722",8.07,5.28,0.02
2026-04-28_10:05:56,"40.73648468591273, -81.9021905399859",7.81,5.31,0.02
2026-04-28_10:05:57,"40.73647580109537, -81.90213656052947",9.32,5.28,0.03
2026-04-28_10:05:58,"40.736469933763146, -81.90219121053815",8.43,5.28,0.02
2026-04-28_10:05:59,"40.73646138422191, -81.9021368958056",8.6,5.31,0.03
2026-04-28_10:06:00,"40.73645484633744, -81.90219121053815",9.02,5.35,0.03
2026-04-28_10:06:01,"40.73644679971039, -81.90213723108172",9.28,5.02,0.03
2026-04-28_10:06:01,"40.73644327931106, -81.9021918810904",8.86,3.08,0.02
2026-04-28_10:06:03,"40.73643238283694, -81.90213790163398",8.83,5.25,0.02
2026-04-28_10:06:03,"40.73642903007567, -81.90219221636653",8.2,4.07,0.02
2026-04-28_10:06:04,"40.73641796596348, -81.9021382369101",9.25,5.09,0.02
2026-04-28_10:06:05,"40.736415116116405, -81.90219255164266",8.79,4.72,0.02
2026-04-28_10:06:06,"40.736405896022916, -81.90213857218623",9.61,3.9,0.03
2026-04-28_10:06:07,"40.73639349080622, -81.90219288691878",8.6,5.22,0.02
2026-04-28_10:06:33,"40.736399525776505, -81.9020869396627",8.07,5.02,0.02
2026-04-28_10:06:33,"40.736402375623584, -81.90203262493014",7.55,4.63,0.02
2026-04-28_10:06:34,"40.73641243390739, -81.90208727493882",8.23,3.87,0.02
2026-04-28_10:06:35,"40.73641729541123, -81.90203296020627",9.09,5.35,0.02
2026-04-28_10:06:35,"40.73642416857183, -81.90208727493882",5.12,2.56,0.01
2026-04-28_10:06:36,"40.73643187992275, -81.90203296020627",9.25,5.28,0.03
2026-04-28_10:06:37,"40.736442441120744, -81.9020869396627",7.91,5.18,0.03
2026-04-28_10:06:38,"40.73644562624395, -81.90203228965402",8.76,5.31,0.03
2026-04-28_10:06:39,"40.736458199098706, -81.90208626911044",9.61,5.38,0.03
2026-04-28_10:06:39,"40.736460546031594, -81.90203262493014",8.99,5.41,0.03
2026-04-28_10:06:40,"40.736468425020576, -81.90208626911044",9.32,3.28,0.02
2026-04-28_10:06:41,"40.73647546581924, -81.90203228965402",9.45,5.31,0.03
2026-04-28_10:06:42,"40.73648384772241, -81.90208626911044",10.07,5.02,0.02
2026-04-28_10:06:42,"40.73648954741657, -81.90203195437789",9.12,5.28,0.03
2026-04-28_10:06:43,"40.73649591766298, -81.90208626911044",10.83,3.64,0.02
2026-04-28_10:06:44,"40.736503629013896, -81.90203161910176",8.43,5.25,0.03
2026-04-28_10:06:45,"40.736509999260306, -81.90208593383431",10.4,4.56,0.03
2026-04-28_10:06:46,"40.73651838116348, -81.90203161910176",9.45,5.25,0.04
2026-04-28_10:06:47,"40.73653229512274, -81.90203161910176",9.42,5.35,0.03
2026-04-28_10:06:48,"40.73653749190271, -81.90208593383431",9.58,5.05,0.03
2026-04-28_10:06:49,"40.736547047272325, -81.90203161910176",10.01,5.28,0.03
2026-04-28_10:06:49,"40.73655107058585, -81.90208593383431",10.66,5.28,0.03
2026-04-28_10:06:50,"40.73656179942191, -81.90208526328206",6.53,2.03,0.01
2026-04-28_10:06:50,"40.73656062595546, -81.90203128382564",9.51,5.31,0.03
2026-04-28_10:06:52,"40.73657453991473, -81.90203027799726",9.81,5.31,0.03
2026-04-28_10:06:53,"40.736583257094026, -81.90208425745368",8.63,5.28,0.02
2026-04-28_10:06:53,"40.73658929206431, -81.90202994272113",10.17,5.25,0.04
2026-04-28_10:06:54,"40.73659365065396, -81.90208425745368",9.45,2.82,0.02
2026-04-28_10:06:55,"40.73660287074745, -81.90202994272113",10.63,5.15,0.03
2026-04-28_10:06:56,"40.73660873807967, -81.90208425745368",10.24,5.25,0.03
2026-04-28_10:06:57,"40.736616952344775, -81.90202994272113",10.86,5.02,0.03
2026-04-28_10:06:57,"40.73662198148668, -81.90208392217755",9.68,5.02,0.03
2026-04-28_10:06:58,"40.73662986047566, -81.902029607445",10.66,5.02,0.03
2026-04-28_10:06:59,"40.73663706891239, -81.90208358690143",10.89,5.38,0.03
2026-04-28_10:07:00,"40.736643774434924, -81.90202927216887",10.43,5.31,0.04
2026-04-28_10:07:00,"40.73665098287165, -81.90208358690143",8.83,5.28,0.03
2026-04-28_10:07:01,"40.736659029498696, -81.90202927216887",10.79,5.22,0.03
2026-04-28_10:07:02,"40.736664896830916, -81.90208358690143",9.19,5.18,0.03
2026-04-28_10:07:03,"40.736673614010215, -81.902029607445",9.12,5.18,0.03
2026-04-28_10:07:04,"40.73667914606631, -81.90208392217755",9.45,5.18,0.03
2026-04-28_10:07:05,"40.73668803088367, -81.90202994272113",8.43,5.18,0.03
2026-04-28_10:07:06,"40.73669356293976, -81.90208425745368",9.35,5.18,0.03
2026-04-28_10:07:06,"40.736702447757125, -81.90203027799726",8.33,5.22,0.03
2026-04-28_10:07:07,"40.736707812175155, -81.9020845927298",9.42,5.25,0.03
2026-04-28_10:07:08,"40.73671669699252, -81.90202994272113",10.1,5.25,0.02
2026-04-28_10:07:09,"40.7367227319628, -81.90208392217755",10.24,5.25,0.03
2026-04-28_10:07:10,"40.7367314491421, -81.902029607445",9.09,5.22,0.02
2026-04-28_10:07:10,"40.736736645922065, -81.90208358690143",9.12,5.05,0.03
2026-04-28_10:07:11,"40.73674318380654, -81.90202893689275",5.58,3.48,0.01
2026-04-28_10:07:11,"40.73674603365362, -81.9020832516253",6.33,2.2,0.01
2026-04-28_10:07:22,"40.73683605529368, -81.90208258107305",9.02,5.28,0.03
2026-04-28_10:07:24,"40.736851477995515, -81.90208224579692",9.94,4.92,0.03
2026-04-28_10:07:27,"40.736882826313376, -81.90208090469241",11.19,5.15,0.03
2026-04-28_10:07:29,"40.73689757846296, -81.90208023414016",9.55,5.22,0.03
2026-04-28_10:07:31,"40.736911157146096, -81.90208023414016",9.28,5.22,0.03
2026-04-28_10:07:33,"40.73692507110536, -81.9020795635879",9.48,5.28,0.03
2026-04-28_10:07:34,"40.73693965561688, -81.9020795635879",9.91,5.28,0.03
2026-04-28_10:07:38,"40.73696848936379, -81.90208023414016",9.02,5.05,0.03
2026-04-28_10:07:39,"40.736982403323054, -81.90208023414016",9.28,5.31,0.03
2026-04-28_10:07:40,"40.73698525317013, -81.90202625468373",10.07,5.15,0.03
2026-04-28_10:07:41,"40.73699581436813, -81.90208056941628",9.55,5.12,0.03
2026-04-28_10:07:42,"40.73700268752873, -81.90202625468373",10.07,5.25,0.02
2026-04-28_10:07:43,"40.73700905777514, -81.90208090469241",9.15,5.12,0.03
2026-04-28_10:07:43,"40.737018613144755, -81.90202658995986",10.66,5.31,0.03
2026-04-28_10:07:44,"40.73702230118215, -81.90208090469241",8.96,4.49,0.03
2026-04-28_10:07:45,"40.7370335329324, -81.90202658995986",9.91,5.22,0.03
2026-04-28_10:07:47,"40.737047949805856, -81.90202658995986",9.35,5.22,0.04
2026-04-28_10:07:47,"40.73704929091036, -81.90208056941628",10.6,5.35,0.04
2026-04-28_10:07:48,"40.737059181556106, -81.90202625468373",9.28,2.85,0.01
2026-04-28_10:07:49,"40.737063037231565, -81.90208056941628",9.15,4.0,0.02
2026-04-28_10:07:50,"40.737070916220546, -81.90202658995986",10.2,5.25,0.02
2026-04-28_10:07:50,"40.73707762174308, -81.90207989886403",8.56,5.15,0.03
2026-04-28_10:07:51,"40.73708399198949, -81.90202558413148",9.91,5.28,0.02
2026-04-28_10:07:52,"40.73709153570235, -81.90207922831178",7.41,5.28,0.03
2026-04-28_10:07:53,"40.737097738310695, -81.90202424302697",8.66,5.12,0.03
2026-04-28_10:07:54,"40.737105617299676, -81.90207855775952",8.33,5.22,0.03
2026-04-28_10:07:55,"40.73711366392672, -81.90202390775084",8.76,5.15,0.02
2026-04-28_10:07:55,"40.737119195982814, -81.90207788720727",8.69,5.15,0.02
2026-04-28_10:07:56,"40.7371252309531, -81.90202323719859",9.15,3.02,0.02
2026-04-28_10:07:57,"40.73713378049433, -81.90207721665502",9.48,5.05,0.02
2026-04-28_10:07:58,"40.737138306722045, -81.90202323719859",9.06,5.22,0.03
2026-04-28_10:07:59,"40.73714685626328, -81.90207721665502",8.53,4.56,0.02
2026-04-28_10:07:59,"40.73715071193874, -81.90202290192246",7.68,3.58,0.02
2026-04-28_10:08:01,"40.737163284793496, -81.90207688137889",8.5,5.25,0.03
2026-04-28_10:08:01,"40.73716429062188, -81.90202256664634",9.74,4.27,0.02
2026-04-28_10:08:02,"40.73717552237213, -81.90207654610276",8.99,3.61,0.02
2026-04-28_10:08:03,"40.73717954568565, -81.90202223137021",8.4,2.99,0.02
2026-04-28_10:08:28,"40.73717317543924, -81.90196489915252",9.84,5.28,0.03
2026-04-28_10:08:28,"40.737170493230224, -81.90191058441997",7.32,5.05,0.02
2026-04-28_10:08:29,"40.737159764394164, -81.90196556970477",8.69,4.46,0.02
2026-04-28_10:08:29,"40.73715758509934, -81.90191125497222",7.41,3.48,0.02
2026-04-28_10:08:31,"40.73714450933039, -81.90196624025702",8.92,5.18,0.02
2026-04-28_10:08:32,"40.73713864199817, -81.90191192552447",8.43,5.35,0.02
2026-04-28_10:08:33,"40.73712640441954, -81.90191259607673",8.37,3.25,0.01
2026-04-28_10:08:33,"40.737128080800176, -81.90196691080928",8.73,5.18,0.03
2026-04-28_10:08:33,"40.73711852543056, -81.90196691080928",7.22,1.54,0.01
2026-04-28_10:08:34,"40.737114334478974, -81.90191293135285",8.14,4.1,0.02
2026-04-28_10:08:35,"40.73710679076612, -81.9019672460854",9.02,4.59,0.03
2026-04-28_10:08:36,"40.7370990794152, -81.90191326662898",8.04,5.22,0.02
2026-04-28_10:08:37,"40.73709170334041, -81.90196758136153",8.66,5.35,0.03
2026-04-28_10:08:38,"40.73708399198949, -81.90191326662898",6.82,5.31,0.02
2026-04-28_10:08:39,"40.73707711882889, -81.90196758136153",9.78,5.28,0.03
2026-04-28_10:08:40,"40.73706957511604, -81.90191326662898",7.19,5.25,0.03
2026-04-28_10:08:40,"40.73706488125026, -81.90196758136153",8.69,4.13,0.02
2026-04-28_10:08:41,"40.7370578404516, -81.90191360190511",7.22,2.49,0.02
2026-04-28_10:08:42,"40.737050296738744, -81.90196858718991",9.74,5.35,0.03
2026-04-28_10:08:42,"40.73704526759684, -81.90191427245736",7.81,5.12,0.03
2026-04-28_10:08:44,"40.73703487403691, -81.90196892246604",9.84,4.99,0.03
2026-04-28_10:08:44,"40.737031353637576, -81.90191494300961",6.73,5.02,0.02
2026-04-28_10:08:45,"40.737021965906024, -81.90196925774217",10.33,5.05,0.03
2026-04-28_10:08:45,"40.73701777495444, -81.90191494300961",6.76,5.02,0.03
2026-04-28_10:08:47,"40.73700620792806, -81.9019695930183",10.3,5.35,0.03
2026-04-28_10:08:47,"40.73700453154743, -81.90191527828574",8.4,5.35,0.03
2026-04-28_10:08:49,"40.736990785226226, -81.90196925774217",8.56,5.15,0.02
2026-04-28_10:08:49,"40.7369904499501, -81.90191494300961",7.55,5.02,0.03
2026-04-28_10:08:50,"40.73697737418115, -81.90196925774217",10.4,5.02,0.03
2026-04-28_10:08:50,"40.73697687126696, -81.90191494300961",6.53,4.23,0.02
2026-04-28_10:08:52,"40.73696278966963, -81.9019695930183",9.28,5.31,0.03
2026-04-28_10:08:52,"40.73696027509868, -81.90191527828574",7.71,5.22,0.03
2026-04-28_10:08:53,"40.736948205158114, -81.90196925774217",10.01,5.09,0.03
2026-04-28_10:08:54,"40.73694502003491, -81.90191527828574",7.19,5.12,0.02
2026-04-28_10:08:55,"40.73693512938917, -81.90196925774217",10.7,5.09,0.03
2026-04-28_10:08:55,"40.73693227954209, -81.90191460773349",7.64,5.09,0.02
2026-04-28_10:08:57,"40.736920880153775, -81.90191460773349",7.48,3.31,0.01
2026-04-28_10:08:57,"40.73692004196346, -81.90196892246604",9.09,5.12,0.03
2026-04-28_10:08:58,"40.73690545745194, -81.90196825191379",8.86,5.02,0.03
2026-04-28_10:08:58,"40.73690797202289, -81.90191393718123",8.4,5.25,0.03
2026-04-28_10:09:00,"40.73689171113074, -81.90196825191379",9.19,5.02,0.03
2026-04-28_10:09:00,"40.73688835836947, -81.90191393718123",7.74,5.38,0.03
2026-04-28_10:09:01,"40.73687846772373, -81.90196825191379",9.51,5.02,0.03
2026-04-28_10:09:02,"40.736873438581824, -81.90191427245736",7.48,5.28,0.03
2026-04-28_10:09:03,"40.73686405085027, -81.90196892246604",9.09,5.22,0.03
2026-04-28_10:09:04,"40.73685818351805, -81.90191494300961",7.74,5.09,0.03
2026-04-28_10:09:05,"40.736850975081325, -81.90196925774217",9.09,5.12,0.03
2026-04-28_10:09:05,"40.736845107749104, -81.90191494300961",7.71,4.07,0.02
2026-04-28_10:09:06,"40.73683739639819, -81.90196892246604",9.02,3.77,0.02
2026-04-28_10:09:18,"40.736734634265304, -81.9019695930183",10.27,5.31,0.03
2026-04-28_10:09:18,"40.736730778589845, -81.90191527828574",9.28,5.31,0.03
2026-04-28_10:09:19,"40.73671988211572, -81.90197026357055",9.68,5.15,0.03
2026-04-28_10:09:19,"40.73671669699252, -81.90191628411412",8.96,5.15,0.04
2026-04-28_10:09:21,"40.73670512996614, -81.90197059884667",11.91,5.22,0.03
2026-04-28_10:09:21,"40.73670429177582, -81.90191628411412",8.66,5.22,0.03
2026-04-28_10:09:22,"40.73669138364494, -81.9019709341228",10.4,5.18,0.03
2026-04-28_10:09:22,"40.73669054545462, -81.90191661939025",8.3,5.18,0.03
2026-04-28_10:09:24,"40.7366759609431, -81.9019172899425",6.96,5.18,0.03
2026-04-28_10:09:24,"40.73667696677148, -81.90197160467505",9.51,5.31,0.03
2026-04-28_10:09:25,"40.73666305281222, -81.90191695466638",8.92,5.18,0.03
2026-04-28_10:09:26,"40.7366622146219, -81.90197126939893",9.35,5.15,0.03
2026-04-28_10:09:27,"40.73664880357683, -81.90191661939025",9.02,5.12,0.04
2026-04-28_10:09:27,"40.73664763011038, -81.9019709341228",11.22,5.38,0.03
2026-04-28_10:09:29,"40.7366347219795, -81.90191695466638",8.56,5.05,0.03
2026-04-28_10:09:29,"40.73663438670337, -81.90197126939893",10.66,4.27,0.03
2026-04-28_10:09:30,"40.73662064038217, -81.90191762521863",9.06,5.31,0.04
2026-04-28_10:09:30,"40.73661929927766, -81.90197193995118",12.11,5.15,0.03
2026-04-28_10:09:32,"40.73660588823259, -81.90191796049476",8.4,5.22,0.04
2026-04-28_10:09:32,"40.73660488240421, -81.90197227522731",11.45,5.22,0.03
2026-04-28_10:09:34,"40.73659230954945, -81.90191863104701",7.87,5.09,0.03
2026-04-28_10:09:34,"40.736590130254626, -81.90197294577956",11.55,5.09,0.03
2026-04-28_10:09:35,"40.73657772503793, -81.90191896632314",8.4,5.15,0.03
2026-04-28_10:09:36,"40.736575881019235, -81.90197328105569",11.29,5.02,0.03
2026-04-28_10:09:37,"40.73656431399286, -81.90191863104701",9.55,5.12,0.04
2026-04-28_10:09:37,"40.73656112886965, -81.90197294577956",11.15,5.12,0.03
2026-04-28_10:09:39,"40.73655023239553, -81.90191829577088",7.64,5.12,0.03
2026-04-28_10:09:39,"40.73654721491039, -81.90197261050344",10.6,5.12,0.03
2026-04-28_10:09:40,"40.73653564788401, -81.90191863104701",8.53,5.12,0.03
2026-04-28_10:09:41,"40.73653346858919, -81.90197261050344",10.7,5.09,0.04
2026-04-28_10:09:42,"40.73652173392475, -81.90191863104701",7.94,5.09,0.04
2026-04-28_10:09:42,"40.736519722267985, -81.90197294577956",10.4,5.05,0.03
2026-04-28_10:09:44,"40.73650731705129, -81.90191896632314",8.2,5.05,0.03
2026-04-28_10:09:44,"40.73650580830872, -81.90197328105569",10.56,5.05,0.03
2026-04-28_10:09:45,"40.73649357073009, -81.90191896632314",7.87,5.02,0.04
2026-04-28_10:09:46,"40.73649155907333, -81.90197328105569",9.91,5.02,0.03
2026-04-28_10:09:47,"40.73647982440889, -81.90197328105569",10.53,3.71,0.03
2026-04-28_10:09:47,"40.736479153856635, -81.90191930159926",8.43,5.02,0.04
2026-04-28_10:09:49,"40.736465910449624, -81.90191930159926",7.71,5.09,0.03
2026-04-28_10:09:49,"40.73646272532642, -81.90197328105569",12.17,5.12,0.03
2026-04-28_10:09:50,"40.73645166121423, -81.90191896632314",7.71,5.12,0.03
2026-04-28_10:09:51,"40.736448811367154, -81.90197328105569",10.73,5.15,0.03
2026-04-28_10:09:52,"40.73643741197884, -81.90191963687539",7.84,5.18,0.03
2026-04-28_10:09:52,"40.73643489740789, -81.90197361633182",9.78,5.18,0.03
2026-04-28_10:09:54,"40.73642366565764, -81.90191997215152",7.84,5.18,0.03
2026-04-28_10:09:54,"40.73642115108669, -81.90197428688407",12.11,5.22,0.03
2026-04-28_10:09:55,"40.7364100869745, -81.90191963687539",7.94,5.25,0.03
2026-04-28_10:09:56,"40.73640673421323, -81.90197395160794",10.86,5.25,0.03
2026-04-28_10:09:57,"40.7363963406533, -81.90191997215152",7.19,5.18,0.02
2026-04-28_10:09:57,"40.73639382608235, -81.90197428688407",8.92,4.43,0.02
2026-04-28_10:10:20,"40.73641260154545, -81.90186699852347",8.1,5.12,0.02
2026-04-28_10:10:21,"40.73642483912408, -81.90186766907573",8.17,5.25,0.02
2026-04-28_10:10:22,"40.736438082531095, -81.90186766907573",9.38,4.04,0.02
2026-04-28_10:10:24,"40.73645534925163, -81.9018673337996",9.51,5.28,0.03
2026-04-28_10:10:26,"40.73646926321089, -81.90186699852347",8.37,5.25,0.02
2026-04-28_10:10:27,"40.73647982440889, -81.90186699852347",9.25,2.53,0.02
2026-04-28_10:10:29,"40.736494241282344, -81.90186766907573",10.1,5.05,0.03
2026-04-28_10:10:30,"40.73650664649904, -81.90186833962798",9.32,5.28,0.03
2026-04-28_10:10:32,"40.736518213525414, -81.90186867490411",9.65,2.99,0.02
2026-04-28_10:10:34,"40.736536318436265, -81.90186800435185",8.07,5.22,0.03
2026-04-28_10:10:35,"40.73654889129102, -81.90186766907573",8.01,2.85,0.02
2026-04-28_10:10:36,"40.73655945248902, -81.9018673337996",8.23,4.3,0.03
2026-04-28_10:10:38,"40.73657269589603, -81.9018673337996",8.14,3.81,0.02
2026-04-28_10:10:40,"40.73658493347466, -81.90186766907573",8.89,5.31,0.03
2026-04-28_10:10:41,"40.73660052381456, -81.90186833962798",8.4,5.38,0.03
2026-04-28_10:10:42,"40.736612593755126, -81.90186766907573",10.14,2.85,0.02
2026-04-28_10:10:44,"40.736626172438264, -81.90186766907573",9.74,4.33,0.03
2026-04-28_10:10:46,"40.73664260096848, -81.9018673337996",10.6,5.02,0.03
2026-04-28_10:10:48,"40.73665634728968, -81.90186699852347",8.66,4.3,0.02
2026-04-28_10:10:50,"40.736673614010215, -81.9018659926951",10.01,5.18,0.03
2026-04-28_10:10:52,"40.73668702505529, -81.90186565741897",9.68,5.09,0.03
2026-04-28_10:10:53,"40.73670160956681, -81.9018659926951",9.19,5.09,0.03
2026-04-28_10:10:54,"40.73671200312674, -81.90186632797122",9.42,2.56,0.02
2026-04-28_10:10:56,"40.73672189377248, -81.90186666324735",9.81,4.49,0.02
2026-04-28_10:10:57,"40.73673446662724, -81.90186800435185",9.06,3.38,0.02
2026-04-28_10:11:11,"40.736853992566466, -81.90186766907573",7.58,5.12,0.03
2026-04-28_10:11:13,"40.73686824180186, -81.90186766907573",7.64,5.09,0.03
2026-04-28_10:11:15,"40.736880814656615, -81.90186766907573",8.1,5.09,0.03
2026-04-28_10:11:16,"40.73689489625394, -81.9018673337996",7.91,5.02,0.03
2026-04-28_10:11:18,"40.736908642575145, -81.90186699852347",7.68,5.05,0.04
2026-04-28_10:11:20,"40.736921885982156, -81.90186666324735",8.6,5.15,0.03
2026-04-28_10:11:21,"40.7369368057698, -81.90186632797122",8.4,5.15,0.03
2026-04-28_10:11:23,"40.736950552091, -81.90186632797122",8.27,5.15,0.03
2026-04-28_10:11:25,"40.73696496896446, -81.90186632797122",8.3,5.12,0.03
2026-04-28_10:11:27,"40.73697938583791, -81.90186632797122",8.27,5.18,0.02
2026-04-28_10:11:28,"40.736994640901685, -81.90186565741897",8.3,5.28,0.04
2026-04-28_10:11:30,"40.73700872249901, -81.90186565741897",7.97,5.25,0.03
2026-04-28_10:11:31,"40.7370216306299, -81.90186465159059",7.25,3.71,0.02
2026-04-28_10:11:33,"40.73703554458916, -81.90186431631446",8.43,5.25,0.03
2026-04-28_10:11:35,"40.737050296738744, -81.90186331048608",8.1,5.25,0.03
2026-04-28_10:11:36,"40.7370628695935, -81.90186331048608",7.64,4.07,0.02
2026-04-28_10:11:38,"40.737076783552766, -81.90186297520995",8.07,5.18,0.03
2026-04-28_10:11:39,"40.73709170334041, -81.9018623046577",7.71,4.27,0.02
2026-04-28_10:11:41,"40.737104611471295, -81.9018623046577",8.66,5.22,0.03
2026-04-28_10:11:43,"40.7371183577925, -81.90186297520995",8.66,5.18,0.03
2026-04-28_10:11:45,"40.737132439389825, -81.90186331048608",7.84,5.22,0.03
2026-04-28_10:11:46,"40.737146185711026, -81.90186331048608",7.41,4.76,0.02
2026-04-28_10:11:48,"40.73716060258448, -81.90186331048608",6.69,3.97,0.02
2026-04-28_10:11:50,"40.73717602528632, -81.90186331048608",9.02,5.22,0.03
